"","SURVEY_YEAR","est","lwr","upr","log_est","se","est.t","lwr.t","upr.t"
"1",1978,21087687.2765478,8215952.82444129,54125256.5801721,16.8641998867239,0.48093312198502,21087.6872765478,8215.95282444129,54125.2565801721
"2",1979,12928211.0997217,5500856.04035052,30384114.9473739,16.3749223884867,0.435981535087056,12928.2110997217,5500.85604035052,30384.1149473739
"3",1980,26734938.9862659,9585908.34526692,74563300.3003077,17.1014818441954,0.523314282783462,26734.9389862659,9585.90834526692,74563.3003003077
"4",1981,16082530.8948459,7041659.38158085,36731086.5192126,16.593244203288,0.421380087507774,16082.5308948459,7041.65938158085,36731.0865192126
"5",1982,26050535.6917034,13082488.3949638,51873190.2782315,17.0755488899332,0.351416538877021,26050.5356917034,13082.4883949638,51873.1902782315
"6",1983,15052802.933852,5852072.91651389,38719079.4437954,16.5270747732703,0.482033486113284,15052.802933852,5852.07291651389,38719.0794437954
"7",1984,9608046.55193703,2923510.40057794,31576613.6922035,16.0781114878527,0.607060054709558,9608.04655193702,2923.51040057794,31576.6136922035
"8",1985,11008547.134207,2207807.86248212,54890695.9094761,16.2141825412456,0.819745612740552,11008.547134207,2207.80786248212,54890.6959094761
"9",1986,2262593.3161854,774501.109442751,6609840.13067482,14.6320221984285,0.546973227867169,2262.5933161854,774.501109442751,6609.84013067482
"10",1987,5091922.88549516,1632787.24048313,15879398.1414,15.4431660942979,0.580299958225192,5091.92288549516,1632.78724048313,15879.3981414
"11",1988,5188107.5194429,1852345.93897419,14531011.2258005,15.4618795488458,0.525477043518208,5188.1075194429,1852.34593897419,14531.0112258005
"12",1989,8285164.01322352,3500269.26787513,19611046.3146411,15.9299770050528,0.43961345956876,8285.16401322352,3500.26926787513,19611.0463146411
"13",1990,9672891.21918522,4191160.46962398,22324324.0664048,16.0848378112817,0.426716818575792,9672.89121918522,4191.16046962398,22324.3240664048
"14",1991,10309710.5693651,5143533.28533621,20664808.8245298,16.1485967827926,0.354774872092208,10309.7105693651,5143.53328533621,20664.8088245298
"15",1992,18436372.4011127,5760757.34153017,59002628.8491829,16.7298360322883,0.593509133091455,18436.3724011127,5760.75734153017,59002.6288491829
