"","SURVEY_YEAR","est","lwr","upr","log_est","se","est.t","lwr.t","upr.t"
"33",2010,8468371.66315019,6140009.09415028,11679676.2880316,15.9518488005843,0.164039758825262,8468.37166315019,6140.00909415028,11679.6762880316
"34",2011,7505096.07231804,5312221.74924563,10603184.4515381,15.8310928240761,0.17631554078106,7505.09607231804,5312.22174924563,10603.1844515381
"35",2012,5103000.15025871,3515509.34478118,7407350.67941096,15.4453391894913,0.190128090948214,5103.00015025871,3515.50934478118,7407.35067941096
"36",2013,2472790.87360827,1549574.80836775,3946046.79398554,14.7208579790816,0.238456853639471,2472.79087360827,1549.57480836775,3946.04679398554
"37",2014,4308180.25387663,2859755.4797136,6490211.21964989,15.2760261580443,0.20907500277518,4308.18025387663,2859.7554797136,6490.21121964989
"38",2015,3634639.35954325,2260278.41934583,5844679.64692792,15.1060204506972,0.242362561956559,3634.63935954325,2260.27841934583,5844.67964692792
"39",2016,2777533.52827195,1726016.38181944,4469651.9580785,14.8370738718081,0.242732638852292,2777.53352827195,1726.01638181944,4469.6519580785
"40",2017,1027172.89371112,540341.998948811,1952622.88629693,13.8423208230485,0.327742386420346,1027.17289371112,540.341998948811,1952.62288629693
"41",2018,1397454.25746308,777651.180178912,2511252.41172065,14.1501627517856,0.299051109262795,1397.45425746308,777.651180178912,2511.25241172065
"42",2019,2633282.84766187,1622147.94364678,4274689.36045461,14.7837418568114,0.247188285346982,2633.28284766187,1622.14794364678,4274.68936045461
"44",2021,1628532.09259999,901876.399281895,2940665.46007835,14.303189610351,0.301514137493362,1628.53209259999,901.876399281895,2940.66546007835
"45",2022,1995879.62256633,1123720.26057777,3544952.96340687,14.5065954246994,0.293087030812613,1995.87962256633,1123.72026057777,3544.95296340687
"46",2023,1552697.66595976,868272.298234244,2776628.99850628,14.2555044057542,0.296558384873052,1552.69766595976,868.272298234244,2776.62899850628
"47",2024,1461809.40947808,726302.780636613,2942143.14829641,14.1951855479198,0.35687558207915,1461.80940947808,726.302780636613,2942.14314829641
