"","SURVEY_YEAR","est","lwr","upr","log_est","se","est.t","lwr.t","upr.t"
"1",1978,11457369.6788978,6925654.70737368,18954355.2928165,16.2541437209955,0.256841746489434,11457.3696788978,6925.65470737368,18954.3552928165
"2",1979,10600106.969605,6146739.30696207,18279979.377001,16.1763746505035,0.27803691782692,10600.106969605,6146.73930696207,18279.979377001
"3",1980,12980505.3109036,8728848.2112693,19303064.2815927,16.3789591984442,0.202460462041704,12980.5053109036,8728.8482112693,19303.0642815927
"4",1981,12576056.8156354,7522100.88719674,21025669.211548,16.3473053114236,0.262223839453986,12576.0568156354,7522.10088719674,21025.669211548
"5",1982,16302884.378926,11571474.6182618,22968899.6295404,16.6068526058845,0.174900694940832,16302.884378926,11571.4746182618,22968.8996295404
"6",1983,7694539.62265525,5533376.92171344,10699784.3888571,15.8560214953504,0.16822383263436,7694.53962265525,5533.37692171344,10699.7843888571
"7",1984,4210391.35182854,2454924.34206205,7221157.50445579,15.2530661590173,0.275239577070752,4210.39135182854,2454.92434206205,7221.15750445579
"8",1985,3176470.64310929,1871041.54740198,5392699.99671867,14.9712812777475,0.270043465556254,3176.47064310929,1871.04154740198,5392.69999671867
"9",1986,1234960.66918219,677561.689524468,2250906.26876692,14.0265496807211,0.306277974093742,1234.96066918219,677.561689524468,2250.90626876692
"10",1987,2623732.93491301,1518391.74760507,4533727.5604963,14.7801086460131,0.279059400291283,2623.73293491302,1518.39174760507,4533.7275604963
"11",1988,2823254.89783197,1802604.06576625,4421807.52252105,14.8534009964049,0.228911408240602,2823.25489783197,1802.60406576625,4421.80752252105
"12",1989,4976680.02336552,3507564.55408134,7061122.80275686,15.4202735647081,0.178493621359066,4976.68002336552,3507.56455408134,7061.12280275686
"13",1990,6063413.7450045,4149026.04345125,8861112.42929859,15.6177835236961,0.193574652570407,6063.4137450045,4149.02604345125,8861.11242929859
"14",1991,7847842.67459455,4987445.72923458,12348732.7960638,15.8757492334661,0.23128729827547,7847.84267459455,4987.44572923458,12348.7327960638
"15",1992,7629571.67954801,4634345.1301172,12560645.0057139,15.8475422653216,0.254360187357845,7629.57167954801,4634.3451301172,12560.6450057139
"16",1993,8257874.90252407,5846730.63944789,11663355.4906125,15.9266778366726,0.176168869154256,8257.87490252407,5846.73063944789,11663.3554906125
"17",1994,5777947.79969355,3830446.55944225,8715610.63649057,15.5695591256466,0.209732004962452,5777.94779969355,3830.44655944225,8715.61063649057
"18",1995,5529235.00020871,3439949.03643045,8887468.78624032,15.5255600276197,0.242143639941627,5529.23500020871,3439.94903643045,8887.46878624032
"19",1996,7728689.67603912,5471926.69269212,10916199.6245834,15.8604498946864,0.176181070682261,7728.68967603912,5471.92669269212,10916.1996245834
"20",1997,8904073.96650092,6408445.06209468,12371571.0180412,16.0020194790123,0.167805256705436,8904.07396650092,6408.44506209468,12371.5710180412
"21",1998,6983506.81334478,4831049.32440086,10094984.368242,15.7590617573622,0.188007283198527,6983.50681334478,4831.04932440086,10094.984368242
"22",1999,1733470.74424462,1002640.53098554,2997007.1309588,14.3656361672671,0.279336030005131,1733.47074424462,1002.64053098554,2997.0071309588
"23",2000,2057074.89239047,1213343.18517793,3487518.75363501,14.5367955765238,0.269344493125333,2057.07489239047,1213.34318517793,3487.51875363501
"24",2001,2393046.66118398,1501070.92097632,3815057.79812127,14.6880778657326,0.2379576924681,2393.04666118398,1501.07092097632,3815.05779812127
"25",2002,1397011.46580403,794075.041324678,2457753.90740426,14.1498458456528,0.28822601020267,1397.01146580403,794.075041324678,2457.75390740426
"26",2003,1343082.25086113,762391.42039952,2366067.98596043,14.110477717756,0.28891466597074,1343.08225086113,762.39142039952,2366.06798596043
"27",2004,1348367.18401465,756918.389573258,2401968.41293896,14.1144049250648,0.294594293930097,1348.36718401465,756.918389573258,2401.96841293896
"28",2005,1431992.83231906,773523.793941481,2650989.52078039,14.1745776211264,0.314223075558523,1431.99283231906,773.523793941481,2650.98952078039
"29",2006,3009884.51985714,1993656.03979391,4544116.25779349,14.9174122704931,0.210173021909442,3009.88451985714,1993.65603979391,4544.11625779349
"30",2007,4965361.10260496,3395859.99951269,7260255.39415653,15.4179965824451,0.193844879289831,4965.36110260496,3395.85999951269,7260.25539415653
"31",2008,3848924.01095846,2615684.17721403,5663610.37436531,15.1633041895297,0.19707909720285,3848.92401095846,2615.68417721403,5663.61037436531
"32",2009,5978030.7057665,4112582.78093174,8689636.90768327,15.6036017582743,0.190840218631327,5978.0307057665,4112.58278093174,8689.63690768327
"33",2010,10141863.0973252,7057710.79219594,14573760.5455046,16.1321822766585,0.184978383800159,10141.8630973252,7057.71079219594,14573.7605455046
"34",2011,9172007.02353932,6331574.90885195,13286696.2881922,16.0316666887184,0.189088742293539,9172.00702353932,6331.57490885195,13286.6962881922
