"","SURVEY_YEAR","est","lwr","upr","log_est","se","est.t","lwr.t","upr.t"
"1",1978,21087687.2704545,8215952.82428925,54125256.5498949,16.864199886435,0.480933121847035,21087.6872704545,8215.95282428925,54125.2565498949
"2",1979,12928211.0995341,5500856.03984454,30384114.9492873,16.3749223884722,0.435981535126585,12928.2110995341,5500.85603984454,30384.1149492873
"3",1980,26734938.9751234,9585908.34657569,74563300.2279746,17.1014818437786,0.523314282501156,26734.9389751234,9585.90834657569,74563.3002279746
"4",1981,16082530.8986954,7041659.38314829,36731086.5286205,16.5932442035274,0.421380087516328,16082.5308986954,7041.65938314829,36731.0865286205
"5",1982,26050535.701748,13082488.3975856,51873190.3078385,17.0755488903187,0.3514165389715,26050.535701748,13082.4883975856,51873.1903078385
"6",1983,15052802.9392317,5852072.91915899,38719079.4539701,16.5270747736277,0.482033486065015,15052.8029392317,5852.07291915899,38719.0794539701
"7",1984,9608046.55824841,2923510.40357644,31576613.7013015,16.0781114885096,0.60706005452141,9608.04655824841,2923.51040357644,31576.6137013015
"8",1985,11008547.1154325,2207807.86271353,54890695.7164964,16.2141825395401,0.819745611816933,11008.5471154325,2207.80786271353,54890.6957164964
"9",1986,2262593.31687716,774501.109861091,6609840.13114627,14.6320221987342,0.546973227747571,2262.59331687716,774.501109861091,6609.84013114627
"10",1987,5091922.88429192,1632787.2404916,15879398.1338128,15.4431660940616,0.580299958101979,5091.92288429192,1632.7872404916,15879.3981338128
"11",1988,5188107.52063439,1852345.93976197,14531011.226295,15.4618795490754,0.525477043418397,5188.10752063439,1852.34593976197,14531.011226295
"12",1989,8285164.01724214,3500269.26922808,19611046.3260851,15.9299770055379,0.439613459619021,8285.16401724214,3500.26926922808,19611.0463260851
"13",1990,9672891.22121778,4191160.47035678,22324324.0718834,16.0848378114918,0.426716818593794,9672.89122121778,4191.16047035678,22324.3240718834
"14",1991,10309710.5689516,5143533.28456814,20664808.8259579,16.1485967827525,0.354774872147933,10309.7105689516,5143.53328456814,20664.8088259579
"15",1992,18436372.3939521,5760757.34216254,59002628.796873,16.7298360318999,0.593509132837282,18436.3723939521,5760.75734216254,59002.628796873
"16",1993,15154893.8540805,6202478.81314442,37028874.204572,16.5338340644298,0.455811684700191,15154.8938540805,6202.47881314442,37028.874204572
"17",1994,12386575.1277417,4352990.04154858,35246403.4906471,16.3321237930968,0.533555855380574,12386.5751277417,4352.99004154858,35246.4034906471
"18",1995,12009602.9544302,4171276.49241576,34577080.5136748,16.3012171339285,0.539542808974452,12009.6029544302,4171.27649241576,34577.0805136748
"19",1996,18760845.7793125,6453699.34589902,54537609.4377256,16.7472825847112,0.544458228196555,18760.8457793125,6453.69934589902,54537.6094377256
"20",1997,41799733.1350962,10435666.1843772,167427518.2145,17.5484005131468,0.708003099188215,41799.7331350962,10435.6661843772,167427.5182145
"21",1998,22080254.2583423,6263553.63135959,77837224.171292,16.9101942946303,0.642836322410181,22080.2542583423,6263.55363135959,77837.224171292
"22",1999,4526542.90164805,1121124.64133315,18275925.695555,15.3254690497381,0.712067250849124,4526.54290164805,1121.12464133315,18275.925695555
"23",2000,4073131.16773256,1209159.9662204,13720597.7480488,15.2199225903184,0.619647180364713,4073.13116773256,1209.1599662204,13720.5977480488
"24",2001,4518722.00225467,1522653.34923576,13410044.0812145,15.3237397689651,0.554997327531185,4518.72200225467,1522.65334923576,13410.0440812145
"25",2002,3162375.52741796,896504.195088767,11155127.9193087,14.9668340523241,0.643162737092904,3162.37552741796,896.504195088767,11155.1279193087
"26",2003,2162101.26778693,767115.896877899,6093840.46294889,14.5865911159488,0.528682134490525,2162.10126778693,767.115896877899,6093.84046294889
"27",2004,3021871.96534339,839527.158514231,10877206.392095,14.9213870533936,0.653477797397744,3021.87196534339,839.527158514231,10877.206392095
